fold,trade_id,entry_time,pair,p_admit,admitted,final_r_at_selected_sl,selected_sl_atr_mult,mode
0,433,2023-09-01 04:00:00,CHF_JPY,0.182097541522221,0,-1.0,2.0,D1
0,434,2023-09-01 04:00:00,EUR_NZD,0.294195196545713,0,-1.0,2.0,D1
0,435,2023-09-05 04:00:00,GBP_NZD,0.2601799769231561,0,-1.0,2.0,D1
0,436,2023-09-05 20:00:00,AUD_USD,0.07049359222190608,0,-1.0,2.0,D1
0,437,2023-09-06 00:00:00,NZD_CAD,0.12684095851379978,0,-1.0,2.0,D1
0,438,2023-09-08 04:00:00,GBP_CAD,0.3167613602019104,0,-1.0,2.0,D1
0,439,2023-09-11 20:00:00,EUR_JPY,0.3424569479547067,0,-1.0,2.0,D1
0,440,2023-09-15 04:00:00,AUD_CAD,0.07628045159328192,0,-1.0,2.0,D1
0,441,2023-09-15 04:00:00,EUR_CHF,0.09085243154645424,0,-1.0,2.0,D1
0,442,2023-09-22 04:00:00,AUD_NZD,0.20322397632393702,0,-1.0,2.0,D1
0,443,2023-09-22 16:00:00,AUD_CAD,0.06413759705233033,0,-1.0,2.0,D1
0,444,2023-10-03 04:00:00,GBP_JPY,0.15431829000197173,0,-1.0,2.0,D1
0,445,2023-10-03 12:00:00,AUD_JPY,0.3769303710668836,0,-1.0,2.0,D1
0,446,2023-10-04 00:00:00,NZD_USD,0.07139160464008999,0,-1.0,2.0,D1
0,447,2023-10-05 04:00:00,EUR_GBP,0.27532500570433444,0,-1.0,2.0,D1
0,448,2023-10-06 20:00:00,AUD_JPY,0.23398786659236656,0,-1.0,2.0,D1
0,449,2023-10-06 20:00:00,EUR_JPY,0.25363954850628057,0,-1.0,2.0,D1
0,450,2023-10-10 00:00:00,GBP_CHF,0.32268256316921695,0,-1.0,2.0,D1
0,451,2023-10-11 12:00:00,EUR_GBP,0.21265632864579145,0,-1.0,2.0,D1
0,452,2023-10-13 16:00:00,AUD_CAD,0.08108511199563376,0,-1.0,2.0,D1
1,453,2023-10-19 16:00:00,GBP_USD,0.16698858123282678,0,8.735343419,2.0,D1
1,454,2023-10-20 20:00:00,NZD_CAD,0.06481876167346277,0,6.944910503,2.0,D1
1,455,2023-10-23 16:00:00,AUD_USD,0.022369020380891697,0,8.708455803,2.0,D1
1,456,2023-10-25 08:00:00,EUR_AUD,0.32813887670083963,0,-1.0,2.0,D1
1,457,2023-10-25 12:00:00,GBP_AUD,0.40146185691525704,0,-1.0,2.0,D1
1,458,2023-10-30 04:00:00,GBP_JPY,0.3607541522096287,0,-1.0,2.0,D1
1,459,2023-10-31 04:00:00,USD_JPY,0.22226151772485792,0,-1.0,2.0,D1
1,460,2023-11-02 00:00:00,EUR_NZD,0.1329846936610162,0,-1.0,2.0,D1
1,461,2023-11-02 00:00:00,EUR_USD,0.1821321554960252,0,7.529543361,2.0,D1
1,462,2023-11-06 20:00:00,USD_CAD,0.2823249930055501,0,-1.0,2.0,D1
1,463,2023-11-07 08:00:00,EUR_AUD,0.32899965679765125,0,-1.0,2.0,D1
1,464,2023-11-07 08:00:00,GBP_NZD,0.1903946690213038,0,-1.0,2.0,D1
1,465,2023-11-08 04:00:00,AUD_NZD,0.28751937641659686,0,-1.0,2.0,D1
1,466,2023-11-08 20:00:00,EUR_NZD,0.1838416612904383,0,-1.0,2.0,D1
1,467,2023-11-13 20:00:00,AUD_NZD,0.19838290610286205,0,-1.0,2.0,D1
1,468,2023-11-16 12:00:00,GBP_CHF,0.40506397650592396,0,-1.0,2.0,D1
